商品ID,商品名称,规格,条码,折扣价,原价,skuid
950657120093,汤达人 日式豚骨拉面 83g(面饼55g+配料28g)/桶,,6925303770563,3.49,8.3,950657120093 
950103769331,康师傅 BIG大食桶老坛酸菜牛肉面 159g/桶,,6920152424285,4.9,6.5,950103769331
949473714726,上好佳 鲜虾片膨化食品 80克/袋,,6926265313386,5.2,8,949473714726
949474714550,百威 9.7°P啤酒 500ml/听,,6948960100078,0.01,9.5,949474714550
949480010428,统一茄皇 茄皇牛肉面 128g/桶,,6925303796426,5.5,7.5,949480010428
949021931793,合味道 五香牛肉风味方便面 77g/杯,,6917935002167,4.9,7.2,949021931793
949017207423,统一 老坛酸菜牛肉面 120g/桶,,6925303773106,3.9,5.5,949017207423
949013603691,乌苏啤酒wusu 11°P啤酒 620ml/瓶,,6921336821142,5.85,9,949013603691
949028739570,达利园 桂圆莲子八宝粥 360g/罐,,6911988011985,2.9,5,949028739570
949011367952,百威Budweiser 9.7°P啤酒 500ml*3罐/盒,,6948960102188,17.99,25.6,949011367952
949022979397,心相印 茶语丝享抽纸 130抽/袋,,6903244675147,2.25,4.5,949022979397
949026215402,六神 花露水 95ml/瓶,,6901294177024,9.9,15.8,949026215402
949473118005,好丽友好有趣 韩国泡菜味好友趣切片型马铃薯片 45g/袋,,6920907808834,2.5,5,949473118005
949017407755,苏菲 420mm超熟睡超薄夜用卫生巾 4片/包,,6934660524818,11.93,15.9,949017407755
949026491329,李子柒 柳州螺狮粉 335g(米粉包100g调味包235g)/袋,,6971558610017,11.11,19.8,949026491329
949021019485,心相印 杀菌卫生湿巾 10片/袋,,6922868284283,3.3,8,949021019485
949472446011,上好佳Oishi 无反式脂肪海苔味日式鱼果膨化食品 50g/袋,,6926265301130,3.77,5.8,949472446011
950105049760,喜力Heineken 11.4°P啤酒 500ml/听,,6953029710242,6.9,11.9,950105049760
949474394256,海天 鲜味生抽酿造酱油 500ml/瓶,,6902265170501,6.44,9.9,949474394256
949019347220,洽洽 香瓜子 160g/袋,,6924187820067,7.33,11.9,949019347220
949480294380,苏菲 柔棉感超熟睡420夜用纤巧卫生巾 4片/包,,6934660516714,5.83,15.9,949480294380
950129193493,青岛啤酒 10°P经典啤酒 500ml/听,,6901035605328,4.55,7,950129193493
950103969919,郎 45度小郎酒浓酱兼香型白酒 100ml/瓶,,6972119550360,14.92,19.89,950103969919
950100413689,劲牌 35度中国劲酒 125ml/瓶,,6909131169201,17.1,22.8,950100413689
950663392940,牛栏山 42度牛栏山陈酿酒调香白酒 500ml/瓶,,6906151600462,20.38,25.8,950663392940
949021867021,乐事 青柠味原切马铃薯片 70g/袋,,6924743919266,4.88,7.5,949021867021
949483266198,宝矿力水特POCARI SWEAT 电解质饮料 900ml/瓶,,6937761805152,8.49,12.5,949483266198
949474530419,老干妈 风味鸡油辣椒 280g/瓶,,6921804700795,12.6,16.8,949474530419
949473998395,雪花Snowbeer 12.0°P老雪雪花啤酒 640ml/瓶,,6949352233824,6.37,9.8,949473998395
949018491523,乐事 香脆烤鸡翅味大波浪薯片 70克/袋,,7920744918658,5.07,7.8,949018491523
949016895490,北冰洋 橙汁汽水 330ml/罐,,6972020770161,4.99,7.5,949016895490
949476034503,浪味仙 蔬菜口味创意花式薯卷 70g/袋,,6905734301031,5.53,8.5,949476034503
949477066973,锐澳微醺 白桃白兰地味鸡尾酒 330ml/罐,,6935145343030,6.44,9.9,949477066973
949015899222,达利园 香奶味法式软面包 360g/袋,,6911988014825,11.11,18.8,949015899222
949013951817,卫龙亲嘴烧 经典香辣味调味面制品 20g/袋,,6935284455557,0.75,1.5,949013951817
949023655620,淘淘氧棉天山白 240mm轻盈无边纯棉日用卫生巾 10片/包,,6921284451033,11.11,16.8,949023655620
950692372216,真露JINRO 13度草莓味利口酒 360ml/瓶,,8801048178018,11.11,16.6,950692372216
949022207713,乌江 微辣榨菜丝微辣脆爽 80g/袋,,6901754050195,3.09,6,949022207713
949028799678,洽洽香瓜子葵瓜子原味恰恰原香瓜子前台接待坚果炒货休闲KTV零食 260g/袋,,6924187821644,10,15.5,949028799678
950106965145,屈臣氏watsons 香草味苏打汽水 330毫升/罐,,6920180209724,3.9,6,950106965145
949015511254,太平 低糖奶盐味梳打饼干 100g/袋,,6901668200013,3.58,5.5,949015511254
949024023781,真露JINRO 13度桃子味利口酒 360毫升/瓶,,8801048181292,11.11,16.6,949024023781
950113197924,真露 青葡萄味13度烧酒 360ml/瓶,,8801048921102,12.45,16.6,950113197924
949479598771,傻二哥 椒盐味小酒花生 90g/袋,,6933311066998,4.23,6.5,949479598771
949473410578,老李 五香干 70g/袋,,6920433816389,3.39,5.5,949473410578
950104329428,锐澳 8度强爽葡萄伏特加风味鸡尾酒 500ml/罐,,6935145315051,11.11,16.8,950104329428
949015455720,锐澳RIO 8度强爽荔枝伏特加鸡尾酒 500ml/罐,,6935145315075,11.11,16.8,949015455720
949475290173,加多宝 凉茶 310ml/罐,,4891599338393,3,3.8,949475290173
949014347911,王老吉 凉茶植物饮料 1.5升/瓶,,6956367338697,10.99,15.8,949014347911
955473677412,【鲨鱼菲特】轻食 奥尔良味 低脂嫩烤鸡胸肉 60g/袋,,6975148871635,3.5,5.5,955473677412
949015167919,溜溜梅 清梅 60克/袋,,6923976113137,4.42,6.8,949015167919
956054440170,鲨鱼菲特   黑椒味鸡胸肉即食健身代餐0减低脂高蛋白轻食主食鸡肉零食品60g/袋,,6975148871543,3.5,5.5,956054440170
949475726937,雪碧Sprite 清爽柠檬味雪碧汽水 2l/瓶,,6902597666567,11.78,12.8,949475726937
949475718702,微醺 玫瑰荔枝白兰地风味鸡尾酒 330ml/罐,,6935145343061,6.44,9.9,949475718702
949013551412,江小白 15度果汁含量＞30%果立方白葡萄味果汁酒 168ml/瓶,,6938514108001,14.85,19.8,949013551412
949476290380,锐澳 微醺葡萄白兰地味鸡尾酒 330ml/罐,,6935145343047,6.44,9.9,949476290380
950657484362,麻辣王子 很麻很辣麻辣条 73g/袋,,6930487920796,3.9,6,950657484362
950672352489,王小卤 香辣味虎皮凤爪 105g/袋,,6972636670237,17.1,22.8,950672352489
949010755211,李子园 甜牛奶饮品 450ml/瓶,,6916196410414,4.99,6,949010755211
949011555171,娃哈哈营养快线 水果酸奶饮品 500g/瓶,,6902083893842,5.52,6,949011555171
949475162600,Richeese 丽芝士 纳宝帝奶酪味威化饼干 56g/袋,,8993175537445,1.75,3.5,949475162600
950657120093,汤达人 日式豚骨拉面 83g(面饼55g+配料28g)/桶,,6925303770563,3.49,8.3,950657120093
950111149923,爱尚咪咪 虾味油炸糕点虾条 18克/袋,,6924790600537,0.01,1,950111149923
949492998044,农夫山泉 天然饮用水 5L／桶,,6902106574543,0.01,16.8,949492998044
949475110648,【口味随机】三得利SUNTORY 乌龙茶饮料 500毫升/瓶,,647153045009,0.01,5.5,949475110648
950662664340,【口味随机】小浣熊 干脆面有肉任性油炸方便面 35g/袋,,6925303779009,0.01,2,950662664340
949032295071,农夫山泉茶π瓶茶派蜜桃乌龙柠檬红茶青提茶兀【口味随机】500ml/瓶,,6903354722403,0.01,6,949032295071
950658656253,脉动 维生素饮料 600ml/瓶【口味随机】,,4901151005141,5.52,6,950658656253
950102261140,元气森林 0糖0脂0卡气元气森林气泡水 480ml/瓶【口味随机】,,6901018969805,0.01,5.5,950102261140
950656340154,【口味随机】东方树叶 0卡茶饮料 500ml/瓶,,6968217558049,0.01,6,950656340154
949486646497,哇哈哈 ad钙奶 220g/瓶,,40363245597369,0.01,2.8,949486646497
950103657459,康师傅 方便面 112g/桶【口味随机】,,6920208993345,0.01,5.5,950103657459
950094933365,康师傅 低糖绿茶饮料 1l/瓶【红绿随机】,,6922507038611,0.01,6,950094933365
950121025012,百岁山 天然矿泉水 办公室会议小瓶装水 348ml／瓶,,6902068928255,0.01,2.5,950121025012
949028939596,【惊喜盲盒】饮料？可乐？各种零食（惊喜不断）仅限一份（多拍无效）,,3006491093320,0.5,0.5,949028939596
949479934319,迪味臻五香卤蛋 30g/袋,,6948385700105,0.01,3,949479934319
950690324031,【口感松脆】乐事 薯片原味黄瓜多口味膨化土豆片休闲零食 口味随机 40g／袋,,6901113636794,0.01,5,950690324031
949477930432,佳得乐GATORADE 运动饮料 600ml/瓶【口味随机】,,6906907431357,0.01,6,949477930432
949032555760,麻辣王子 地道辣条微麻微辣 18g／袋 网红平江辣条,,6902902737487,0.01,1.8,949032555760
949494350862,雪花清爽 清爽8°P啤酒 500ml/听,,6948391600567,0.01,5,949494350862
949012951044,【随机品牌】可口可乐雪碧美年达芬达多种口味汽水 330ml/罐,,6920273347241,0.01,2.5,949012951044
950656504887,统一汤达人 酸酸辣辣豚骨面 90g/桶,,6925303770556,7.64,8.3,950656504887
949501242915,王老吉 植物凉茶清凉降火本草植物配制 310ml／罐,,6903725939645,0.01,4,949501242915
950127145958,农夫山泉 饮用水 饮用天然水 380ml／瓶,,6902198251223,0.01,2,950127145958
950450037712,塑料脸盆加厚婴儿脸盆家用小号面盆/个,,wm39535350705043,0.01,6.8,950450037712
949497690817,伊利 纯牛奶  伊利品质值得信赖 250ml／盒,,6901092620937,0.01,4,949497690817
950101321402,一次性浴巾旅行单独包装一次毛巾加厚加大不掉絮浴巾民宿酒店（60x120cm）,,6026146646,0.01,6.5,950101321402
950660220015,中街 糯米糍香草口味雪糕 35g/袋,,6921895902351,0.01,1.5,950660220015
949473714726,上好佳 鲜虾片膨化食品 80克/袋,,6926265313386,5.2,8,949473714726
950119273131,超凡 打火机防爆加厚版打火机 1个／件款式随机,,6902867330273,0.01,2,950119273131
949022291561,米多奇 烤馍片非油炸烘烤糕点小零食（口味随机发）50g/袋,,6926215372890,1,2,949022291561
950676368263,南街村 北京麻辣方便面 65g／袋 儿时的味道经典麻辣味,,6904052644097,0.01,2.2,950676368263
949474714550,百威 9.7°P啤酒 500ml/听,,6948960100078,0.01,9.5,949474714550
949029551023,农夫山泉 饮用纯净水 550ml*12瓶（整件散装随机）,,583998452766,20.24,22,949029551023
950128361417,优粮 小滑头儿时回忆怀旧小零食素食经典 18g／袋,,6902784943129,0.9,0.9,950128361417
949045691487,【口味随机】旺仔 QQ糖休闲小零食 20g／袋,,6903899275617,0.01,1.5,949045691487
950134349330,【随机品牌】中性笔0.5mm头刷题笔黑笔签字笔碳素笔文具办公 黑色一支,,6935205320018,0.01,1,950134349330
950124625023,佳洁士 盐白牙膏自然洁白冰感清新 90g／支,,6901164773066,0.01,12.8,950124625023
949031079366,双汇 台式烤香肠 38g/袋,,6902890259541,2.76,3,949031079366
950133297839,收藏-福利点即送！【收藏好礼】 品牌随机（50份=1包 多拍无效）,,6901335217382,0,0,950133297839
949031535552,可口可乐 汽水 330mlx6罐／包,,6902398382291,15.46,16.8,949031535552
950103769331,康师傅 BIG大食桶老坛酸菜牛肉面 159g/桶,,6920152424285,4.9,6.5,950103769331
950673420318,苏菲 超熟睡安心裤L码 2片／包 安睡裤考拉裤姨妈裤产妇女经期防漏安全裤卫生巾,,6901407238314,0.01,16.8,950673420318
950122793469,怡宝 纯净水 1555ml／1瓶装,,6901299242635,4.14,4.5,950122793469
949022615941,小浣熊 销魂香辣蟹味油炸方便面 35g/袋,,6925303713058,1,2,949022615941
949504762458,步步升 南京板鸭 儿时回忆办公休闲小零嘴 20g／袋,,6904000638772,0.8,0.8,949504762458
950675564976,【颜色随机】均码袜子女 春夏全棉不掉跟纯棉船袜 女士短袜袜子 女无骨袜棉袜纯色百搭 一双,,6902211830015,2.5,5,950675564976
949033407259,乐事 经典原味薯片够薄够脆口味纯正 70g／袋,,6902944468721,4.88,7.5,949033407259
949482622597,伊利巧乐兹 熔岩巧巧冰淇淋 70g/支【口味随机】,,6907992825601,0.01,5,949482622597
950684740883,得力 30400双面胶高粘度透明超薄两面胶易撕学生手工胶带 12mm／卷,,6901865559631,2,3.99,950684740883
950679632471,可口可乐Coca-Cola汽水碳酸饮料碳酸饮料一口畅饮迷上你 330ml／罐,,6903269832082,2.3,2.5,950679632471
949480010428,统一茄皇 茄皇牛肉面 128g/桶,,6925303796426,5.5,7.5,949480010428
949008687785,卫龙 魔芋爽素毛肚 18g/袋【口味随机】,,11080268,0.01,1.5,949008687785
950689288947,百岁山 饮用天然矿泉水 570ml／瓶 来自深沉岩石裂隙中,,6903238442144,2.76,3,950689288947
950132865989,双汇 香辣香脆肠 32g／根,,6904052435213,1.84,2,950132865989
949040731977,飞旺 长沙臭干子湖南辣条 16g／袋,,6903248482048,0.5,1,949040731977
949030579057,得力 502强力胶水 3g／支 单支装瞬间粘合,,6901484437174,1.25,2.5,949030579057
949013603691,乌苏啤酒wusu 11°P啤酒 620ml/瓶,,6921336821142,5.85,9,949013603691
949031815133,【礼盒装】南极人 男中筒袜 黑色棉袜 防臭吸汗棉袜子 春秋冬季长短袜 5双／盒,,6903517212802,20.38,25.8,949031815133
949490390500,45米大号封箱胶带快递打包透明胶条加厚加宽包装胶布胶纸封箱带 /个,,2080127741411,5.72,8.8,949490390500
949507102378,可口可乐 零度无糖汽水 0糖0脂肪健身必备 500ml／瓶,,6901884477770,4.14,4.5,949507102378
979965914890,袋鼠暖宝宝暖贴自发热防寒暖身贴保暖防寒贴暖宝腰腹部热帖/10片,,wm55640026341033,6.44,9.9,979965914890
949507770957,康师傅大食桶 香辣牛肉面 143g／桶,,6901209022937,5.98,6.5,949507770957
949508166648,【整箱】百岁山 饮用天然矿泉水 348mlx24瓶／箱,,6904259535136,50.6,55,949508166648
950108585110,【新鲜时令】进口新鲜水果越南香蕉500g约3-5根/份,,2080192644136,12.6,16.8,950108585110
949509882237,（随机颜色）得力 剪刀不锈钢剪刀 1个／把,,6903384825600,5.72,8.8,949509882237
950124645008,南孚 7号碱性电池南孚电池 2粒／卡,,6901719571284,4.23,6.5,950124645008
949503182493,【1支】得力 黑色S01按压中性笔1支／份 考试书写不易晕染,,6903508382958,1.75,3.5,949503182493
950658672016,【单支装】佳洁士牙刷软毛成人牙刷五彩水晶手动便携,,6903148072356,0.01,5,950658672016
949011367952,百威Budweiser 9.7°P啤酒 500ml*3罐/盒,,6948960102188,17.99,25.6,949011367952
949029695603,可口可乐 零度无糖汽水 0糖0脂肪健身必备 330ml／罐,,6902161339224,4.14,4.5,949029695603
950689844078,康师傅 红烧牛肉面大食桶 143g／碗,,6901566375547,5.98,6.5,950689844078
950102289563,心相印 经典系列三层抽取式面巾纸 120抽*4包/提,,6903244673594,12.6,16.8,950102289563
949509302096,农夫山泉 天然饮用水 天然饮用水 550ml／瓶,,6902921992324,1.84,2,949509302096
949473118005,好丽友好有趣 韩国泡菜味好友趣切片型马铃薯片 45g/袋,,6920907808834,2.5,5,949473118005
949017407755,苏菲 420mm超熟睡超薄夜用卫生巾 4片/包,,6934660524818,11.93,15.9,949017407755
949046055803,南孚 碱性电池5号电池南孚电池 2粒／卡,,6901505212933,4.23,6.5,949046055803
949496054269,双汇 泡面拍档香肠火腿肠 35g／根 泡面必备神器,,6901476816567,2.3,2.5,949496054269
949035271369,【1条】雀巢 脆脆鲨巧克力味威化饼干 零食营养能量棒,,6901884278551,1,2,949035271369
949499954198,脆司令 奥尔良鸡翅味香脆面干脆面 53g／袋,,6903881133598,0.9,1.8,949499954198
966952900783,元气森林 霸气汽水（冰红茶可乐味） 600ml/瓶,,6937003707572,5.06,5.5,966952900783
949472222180,徐福记 凤梨酥 184g(内含8个独立小包)/袋,,6914782201156,12.6,16.8,949472222180
950114277307,有友 山椒味泡凤爪 210克/袋,,6922145801325,21.96,27.8,950114277307
950659252254,双汇 特嫩方腿香肠 250g/根,,6902890227083,7.36,8,950659252254
949019347220,洽洽 香瓜子 160g/袋,,6924187820067,7.33,11.9,949019347220
949028799678,洽洽香瓜子葵瓜子原味恰恰原香瓜子前台接待坚果炒货休闲KTV零食 260g/袋,,6924187821644,10,15.5,949028799678
949010171764,皇冠 丹麦曲奇饼干 90g/盒,,8996001303702,10.5,15,949010171764
950660732603,绿箭 口香糖薄荷味清新口气5片/条,,69042386,1.75,3.5,950660732603
950099985210,彩虹 糖原果味缤纷充气糖果 40g/袋,,6923450611777,2.25,4.5,950099985210
949015351533,脆香米(Crispy) 脆米心牛奶巧克力 18片 216g/盒,,6914973303942,49.86,60.8,949015351533
949011671188,徐福记 草莓酥烘烤糕点 184g(内含8个独立小包)/袋,,6914782201149,12.6,16.8,949011671188
949018559735,绿箭 清新弹立方原味薄荷味无糖口香糖 40g/盒,,6923450662007,12.6,16.8,949018559735
949484826130,洽洽 五香味怪U味怪味蚕豆 60g/袋,,6924187833777,2.5,5,949484826130
949025199842,德芙Dove小巧粒 香浓黑巧克力 84g/袋,,6914973604292,18.68,24.9,949025199842
950114705043,洽洽香瓜子葵瓜子原味恰恰原香瓜子前台接待坚果炒货休闲KTV零食 奶香味150g/袋,,6924187828964,6.24,9.6,950114705043
950661572046,洽洽 清香麻爽藤椒瓜子 108g/袋,,6924187872288,5.53,8.5,950661572046
949019771598,士力架 花生夹心巧克力 70g/袋,,6914973601017,5.85,9,949019771598
950112433392,洽洽 香瓜子葵瓜子原味恰恰原香瓜子前台接待坚果炒货休闲KTV零食 椰香瓜子 150g/袋,,6924187898547,6.24,9.6,950112433392
949472218754,洽洽 原味每日坚果 25克/袋,,6924187858084,4.88,7.5,949472218754
950664788563,洽洽海盐味瓜子108g 精选大颗葵花籽海盐味休闲零食坚果炒货 /袋,,6924187862692,8.96,12.8,950664788563
950112653959,德芙小巧粒 牛奶巧克力 84g/袋,,6914973604285,18.68,24.9,950112653959
949022151382,绿箭 薄荷味口香糖 56g/罐,,6923450601549,12.6,16.8,949022151382
949482034555,有友 山椒味笋尖 100g/袋,,6944978701245,5.72,8.8,949482034555
949480002551,洽洽 奶盐味打手瓜子 208g/袋,,6924187897113,9.45,13.5,949480002551
949015247499,双汇 王中王火腿肠 30g/根,,6902890883968,0.01,2,949015247499
949473714726,上好佳 鲜虾片膨化食品 80克/袋,,6926265313386,5.2,8,949473714726
950103333294,上好佳 无反式脂肪番茄口味田园薯片 80g/袋,,6926265313287,5.53,8.5,950103333294
949031079366,双汇 台式烤香肠 38g/袋,,6902890259541,2.76,3,949031079366
950657796448,上好佳 非油炸无反式脂肪番茄味薯条 40g/袋,,6909409014240,2.5,5,950657796448
950653904873,上好佳 南美烧烤风味玉米卷 80g/袋,,6926265313393,5.14,7.9,950653904873
949474190521,上好佳 非油炸玉米口味田园泡膨化食品 40克/袋,,6909409012116,2.5,5,949474190521
949472446011,上好佳Oishi 无反式脂肪海苔味日式鱼果膨化食品 50g/袋,,6926265301130,3.77,5.8,949472446011
950099589004,好丽友呀!土豆 番茄酱味薯条 70g/袋,,6920907808537,4.88,7.5,950099589004
949479758258,百事食品乐事 炭烤五花肉味大波浪薯片 70g/袋,,6924743919792,5.07,7.8,949479758258
950657536588,上好佳 荷兰豆原味 55/袋55g,,6909409012031,2.5,5,950657536588
949472222180,徐福记 凤梨酥 184g(内含8个独立小包)/袋,,6914782201156,12.6,16.8,949472222180
949477606968,双汇双汇王中王 优级火腿肠 60g/根,,6902890012016,3.68,4,949477606968
950101601577,上好佳 非油炸鲜虾条膨化食品 40g/袋,,6909409012017,2.5,5,950101601577
950665284015,双汇 泡面拍档香肠 30g*8支/袋,,6902890235118,10.58,11.5,950665284015
949471978597,上好佳 非油炸无反式脂肪草莓口味栗米条 70g/袋,,6926265313348,5.59,8.6,949471978597
949480174436,双汇 Q趣儿蘑菇风味香肠 70g/根,,6902890259732,3.22,3.5,949480174436
950107673821,双汇 泡面搭档香肠 90g/根,,6902890236207,8.1,8.8,950107673821
949471854700,上好佳 海苔味无反式脂肪日式鱼果膨化食品 80g/袋,,6926265313133,4.55,7,949471854700
949019347220,洽洽 香瓜子 160g/袋,,6924187820067,7.33,11.9,949019347220
950657080565,好丽友呀!土豆 里脊牛排味薯条 40g/袋,,6920907808551,2.5,5,950657080565
950654680093,上好佳 非油炸鲜虾条膨化食品 80g/袋,,6926265313010,5.2,8,950654680093
950662428374,双汇 马可波罗特级火腿肠 100g/根,,6902890220183,5.06,5.5,950662428374
949474666854,上好佳 非油炸芝士条 80g/袋,,6926265313058,5.2,8,949474666854
949028799678,洽洽香瓜子葵瓜子原味恰恰原香瓜子前台接待坚果炒货休闲KTV零食 260g/袋,,6924187821644,10,15.5,949028799678
949010171764,皇冠 丹麦曲奇饼干 90g/盒,,8996001303702,10.5,15,949010171764
950664352986,好丽友薯愿 非油炸清新番茄味马铃薯膨化食品 104g/盒,,6920907809909,7.63,10.9,950664352986
950660732603,绿箭 口香糖薄荷味清新口气5片/条,,69042386,1.75,3.5,950660732603
950099985210,彩虹 糖原果味缤纷充气糖果 40g/袋,,6923450611777,2.25,4.5,950099985210
983808062041,双汇Shuanghui Q趣儿孜然风味香肠 70g/根,,6902890259756,3.22,3.5,983808062041
949015351533,脆香米(Crispy) 脆米心牛奶巧克力 18片 216g/盒,,6914973303942,49.86,60.8,949015351533
949011671188,徐福记 草莓酥烘烤糕点 184g(内含8个独立小包)/袋,,6914782201149,12.6,16.8,949011671188
950107205441,好丽友薯愿 非油炸蜂蜜牛奶味马铃薯膨化食品 104克/盒,,6920907809848,7.63,10.9,950107205441
950101957486,好丽友 红丝绒草莓味Q蒂蛋糕 168克/盒,,6920907803419,14.54,15.8,950101957486
949018559735,绿箭 清新弹立方原味薄荷味无糖口香糖 40g/盒,,6923450662007,12.6,16.8,949018559735
949025199842,德芙Dove小巧粒 香浓黑巧克力 84g/袋,,6914973604292,18.68,24.9,949025199842
949488794388,上好佳  八宝味果糖96g/袋,,6926265329400,3.9,6,949488794388
950660728182,双汇 Q趣儿玉米风味香肠 70g/根,,6902890259763,3.22,3.5,950660728182
950112433392,洽洽 香瓜子葵瓜子原味恰恰原香瓜子前台接待坚果炒货休闲KTV零食 椰香瓜子 150g/袋,,6924187898547,6.24,9.6,950112433392
949472218754,洽洽 原味每日坚果 25克/袋,,6924187858084,4.88,7.5,949472218754
950652140964,亿滋奥利奥 水晶葡萄味+水蜜桃味缤纷双果味夹心饼干 97g/盒,,6901668005939,5.72,8.8,950652140964
949480730615,双汇 肉花肠 80g/根,,6902890255482,3.22,3.5,949480730615
949482034555,有友 山椒味笋尖 100g/袋,,6944978701245,5.72,8.8,949482034555
949480002551,洽洽 奶盐味打手瓜子 208g/袋,,6924187897113,9.45,13.5,949480002551
950103769331,康师傅 BIG大食桶老坛酸菜牛肉面 159g/桶,,6920152424285,4.9,6.5,950103769331
949474190521,上好佳 非油炸玉米口味田园泡膨化食品 40克/袋,,6909409012116,2.5,5,949474190521
949015960000,高露洁 劲白小苏打茉莉白茶味牙膏 120g/支,,6920354808326,12.6,16.8,949015960000
949472222180,徐福记 凤梨酥 184g(内含8个独立小包)/袋,,6914782201156,12.6,16.8,949472222180
950114277307,有友 山椒味泡凤爪 210克/袋,,6922145801325,21.96,27.8,950114277307
968793859000,海天 白米醋酿造食醋 450ml/瓶,,6902265610014,6.37,9.8,968793859000
949041727509,康师傅 大食桶酸香爽金汤肥牛面 146g/桶,,6937962130367,5.52,6,949041727509
950660732603,绿箭 口香糖薄荷味清新口气5片/条,,69042386,1.75,3.5,950660732603
950661116920,格力高 樱桃小番茄味菜园小饼装饰饼干 80g/袋,,6901845040944,3.58,5.5,950661116920
950671228801,香飘飘 经典系香芋味奶茶 80g/杯,,6938888888813,4.23,6.5,950671228801
949011671188,徐福记 草莓酥烘烤糕点 184g(内含8个独立小包)/袋,,6914782201149,12.6,16.8,949011671188
949472986658,格力高百奇Pocky 扁桃仁脆巧克力味装饰饼干 48g(两袋分装)/盒,,6901845010206,8.33,11.9,949472986658
949498434516,顽皮 欧一吸鸡肉配方宠物零食猫条 70g(14g*5条)/袋,,6927749807360,6.44,9.9,949498434516
950113941766,康师傅 老坛酸菜牛肉面面 117g*5袋/包,,6920152439203,15.54,16.89,950113941766
949025519222,格力高百奇 双重巧克力味装饰饼干 50g/盒,,6901845041491,5.53,8.5,949025519222
950103641922,顽皮  含鸡肉牛肝配方猫用慕斯宠物零食 95g/罐,,6927749803799,6.18,9.5,950103641922
950101545348,六神 百合除菌香皂 125g/块,,6901294171381,4.88,7.5,950101545348
949026187832,香飘飘 经典系麦香味奶茶 80g/杯,,6938888888844,4.23,6.5,949026187832
950658764246,康师傅 番茄鸡蛋牛肉面 126g/桶,,6937962111526,5.43,5.9,950658764246
949473670073,百威科罗娜 11.3°P科罗娜特级啤酒 500ml/听,,6915878224318,12.45,16.6,949473670073
950684660540,WANPY 欧一吸含金枪鱼虾仁配方宠物零食猫条 70g(14g*5条)/袋,,6927749807377,6.44,9.9,950684660540
949012087267,高露洁 劲白小苏打茉莉白茶味牙膏 90g/盒,,6920354815454,12.6,16.8,949012087267
949490322922,香飘飘Meco 蜜谷果汁茶樱桃莓莓果汁茶饮料 400ml/杯,,6938888889896,7.18,7.8,949490322922
949009047275,嘉顿 巧克力味威化饼干 200g(4包)/袋,,6902227014119,9.45,13.5,949009047275
991000720219,云南白药 留兰香型牙膏 215g/盒,,6901070604690,30.65,38.8,991000720219
950132317229,ABC 亲柔立围日用轻透薄棉柔表层240mm极薄卫生巾 8片/包,,6922731881267,8.96,12.8,950132317229
950104653326,顽皮 含鸡肉鸡肝配方宠物零食猫用慕斯 95g/罐,,6927749803782,6.18,9.5,950104653326
949471542019,Garden嘉顿 牛奶味威化饼干 200克(50克*4包)/袋,,6902227014126,9.45,13.5,949471542019
950126317101,ABC 亲柔立围甜睡夜用 极薄棉柔卫生巾420mm*3片/包,,6923567600398,6.44,9.9,950126317101
949482034555,有友 山椒味笋尖 100g/袋,,6944978701245,5.72,8.8,949482034555
949016667678,顽皮 金枪鱼配方宠物零食猫用慕斯 95g/罐,,6927749803805,6.18,9.5,949016667678
950662744200,奥古特 12°P啤酒 500ml/听,,6901035609654,7.63,10.9,950662744200
950651816044,嘉顿Garden 香橙味威化饼干 200克(50克*4包)/袋,,6902227015208,9.45,13.5,950651816044
949475454623,ABC 280mm澳洲茶树夜用纤薄棉柔表层卫生巾  8片/袋,,6922731881786,11.85,15.8,949475454623
949014383226,福佳Hoegaarden 11.7°P白啤酒 300ml/瓶,,6948960117052,6.24,9.6,949014383226
950098277318,海天 辣黄豆酱 230g/瓶,,6902265113003,8.26,11.8,950098277318
949479158919,高露洁 360精粹养龈修愈牙龈消肿抑血牙膏 90g/支,,6920354810145,12.6,16.8,949479158919
950655852225,海天 黄豆酱 230g/罐,,6902265470236,6.44,9.9,950655852225
949008707569,嘉顿 0反式脂肪酸柠檬味威化饼干 200g(4包)/袋,,6902227014072,9.45,13.5,949008707569
950099357032,高露洁 冰爽3重薄荷牙膏 120g/支,,6920354808289,12.6,16.8,950099357032
950668992622,六神花漾清新花露水80ml喷雾小瓶夏季清凉舒爽,,6901294177574,11.85,15.8,950668992622
949010903259,格力高百奇 水果粒粒牛奶草莓味装饰饼干45g/盒,,6901845041538,6.44,9.9,949010903259
950668796031,哈尔滨啤酒HARBIN 10°P小麦王啤酒 330ml*6听/包,,6948960101440,14.92,19.89,950668796031
950656292990,雪花 纯生8°P啤酒 500ml*4听/包,,6949352200468,25.28,32,950656292990
949489554192,香飘飘 经典系草莓味奶茶奶茶固体饮料 80g/杯,,6938888888868,4.23,6.5,949489554192
950111957811,哈尔滨啤酒HARBIN 10°P小麦王啤酒 330ml/听,,6948960100429,1.4,2.8,950111957811
950103769331,康师傅 BIG大食桶老坛酸菜牛肉面 159g/桶,,6920152424285,4.9,6.5,950103769331
949018195389,元气森林 0糖0脂0卡元气森林气泡水维C橙味气泡水汽水 480ml/瓶,,6937003704014,5.06,5.5,949018195389
949474190521,上好佳 非油炸玉米口味田园泡膨化食品 40克/袋,,6909409012116,2.5,5,949474190521
